about,#,[前]について、に関して,sound_a_f/about.mp3
above,#,[前][副]～の上に、より高く,sound_a_f/above.mp3
abroad,#,[副]外国へ、海外に,sound_a_f/abroad.mp3
absent,#,[形]欠席して、不在の、欠けて,sound_a_f/absent.mp3
acid,#,[名][形]酸、酸性の、すっぱい,sound_a_f/acid.mp3
across,#,[副]横に、横切って,sound_a_f/across.mp3
address,#,[名]住所、宛名,sound_a_f/address.mp3
advice,#,[名]忠告、助言,sound_a_f/advice.mp3
afraid,#,[形]恐れて、こわがって,sound_a_f/afraid.mp3
Africa,#,[名]アフリカ,sound_a_f/Africa.mp3
after,#,[前]のあとに、の後(のち)に,sound_a_f/after.mp3
afternoon,#,[名]午後,sound_a_f/afternoon.mp3
again,#,[副]再び、もう1度また,sound_a_f/again.mp3
against,#,[前]～に対して、反対して、逆らって,sound_a_f/against.mp3
age,#,[名]年齢、時代、世代,sound_a_f/age.mp3
ago,#,[副]前に、以前に,sound_a_f/ago.mp3
air,#,[名][動]空気、大気 、放送する,sound_a_f/air.mp3
airport,#,[名]空港、飛行場,sound_a_f/airport.mp3
album,#,[名]アルバム,sound_a_f/album.mp3
all,#,[形]すべての、あらゆる,sound_a_f/all.mp3
almost,#,[副]ほとんど、もう少しで,sound_a_f/almost.mp3
alone,#,[副][形]ひとりきりで、単独で、(～)のみで,sound_a_f/alone.mp3
along,#,[副]沿って、前へ,sound_a_f/along.mp3
already,#,[副]すでに、もう,sound_a_f/already.mp3
also,#,[副]もまた、また、同様に,sound_a_f/also.mp3
although,#,[接]だけれども,sound_a_f/although.mp3
always,#,[副]つねに、いつも、いつでも,sound_a_f/always.mp3
America,#,[名]アメリカ,sound_a_f/America.mp3
American,#,[形]アメリカ(人)の,sound_a_f/American.mp3
among,#,[前]の間で、の間に、の中に,sound_a_f/among.mp3
and,#,[接]そして、と,sound_a_f/and.mp3
angry,#,[形]怒った、腹を立てた、怒って,sound_a_f/angry.mp3
animal,#,[名]動物,sound_a_f/animal.mp3
another,#,[形]もう1人の、もう1つの、他の,sound_a_f/another.mp3
answer,#,[名][動]答え、返事、解答、答える、返事する,sound_a_f/answer.mp3
any,#,[形]いくつかの、どんな～でも,sound_a_f/any.mp3
anyone,#,[代](疑問文で)だれか、だれでも,sound_a_f/anyone.mp3
anything,#,[代]何か、(疑問文で)何か、(否定文で)何も,sound_a_f/anything.mp3
anyway,#,[副]ともかく、いずれにしても,sound_a_f/anyway.mp3
apartment,#,[名]アパート,sound_a_f/apartment.mp3
apple,#,[名]りんご,sound_a_f/apple.mp3
April,#,[名]4月,sound_a_f/April.mp3
arm,#,[名]腕,sound_a_f/arm.mp3
around,#,[前]のまわりの、くらいに〔で〕、ころ,sound_a_f/around.mp3
arrive,#,[動]到着する、着く,sound_a_f/arrive.mp3
art ,#,[名]芸術、美術,sound_a_f/art .mp3
Asia,#,[名]アジア,sound_a_f/Asia.mp3
ask,#,[動]問う、(～に)たずねる、聞く,sound_a_f/ask.mp3
astronaut,#,[名]宇宙飛行士,sound_a_f/astronaut.mp3
atomic,#,[形]原子(力)の,sound_a_f/atomic.mp3
August,#,[名]8月,sound_a_f/August.mp3
aunt,#,[名]おば,sound_a_f/aunt.mp3
Australia,#,[名]オーストラリア,sound_a_f/Australia.mp3
away,#,[副]離れて、あちらへ、去って,sound_a_f/away.mp3
baby,#,[名]赤ん坊、赤ちゃん,sound_a_f/baby.mp3
back,#,[副]うしろへ戻って、もとへ,sound_a_f/back.mp3
bad,#,[形]悪い、へたな,sound_a_f/bad.mp3
bag,#,[名]かばん、バッグ、袋,sound_a_f/bag.mp3
bakery,#,[名]パン屋,sound_a_f/bakery.mp3
ball,#,[名]球、ボール、たま,sound_a_f/ball.mp3
banana,#,[名]バナナ,sound_a_f/banana.mp3
band,#,[名]バンド、楽団 ,sound_a_f/band.mp3
bank,#,[名]銀行、土手,sound_a_f/bank.mp3
bar,#,[名]棒、酒場,sound_a_f/bar.mp3
baseball,#,[名]野球,sound_a_f/baseball.mp3
basement,#,[名]地下室、地階,sound_a_f/basement.mp3
basketball,#,[名]バスケットボール,sound_a_f/basketball.mp3
bath ,#,[名]風呂,sound_a_f/bath .mp3
